ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
149	"ENSMUSG00000056342"	"Usp34"	chr11	+	23420039	23420144	23418978	23419131	23421097	23421153	149	13,11,1,10,5,12	1,0,0,1,0,0	14,22,15,19,13,19	0,1,2,0,0,0	201	96	1	1.0	0.861,1.0,1.0,0.827,1.0,1.0	1.0,0.913,0.782,1.0,1.0,1.0	-0.001
150	"ENSMUSG00000056342"	"Usp34"	chr11	+	23432618	23432696	23432477	23432534	23433179	23433274	150	6,11,5,10,5,9	1,0,0,0,0,0	10,7,13,17,11,13	0,0,0,0,0,0	174	96	1	1.0	0.768,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.039
151	"ENSMUSG00000056342"	"Usp34"	chr11	+	23473169	23473294	23472949	23473054	23484101	23484181	151	5,15,5,5,5,1	0,0,0,0,1,0	4,4,5,11,4,13	0,1,0,0,2,0	221	96	1	1.0	1.0,1.0,1.0,1.0,0.685,1.0	1.0,0.635,1.0,1.0,0.465,1.0	0.098
152	"ENSMUSG00000056342"	"Usp34"	chr11	+	23474265	23474389	23473169	23473294	23484101	23484181	152	10,16,5,12,6,12	1,0,0,1,0,0	10,23,14,20,15,21	1,0,0,0,0,0	220	96	1	1.0	0.814,1.0,1.0,0.84,1.0,1.0	0.814,1.0,1.0,1.0,1.0,1.0	-0.027
153	"ENSMUSG00000056342"	"Usp34"	chr11	+	23488208	23488368	23487078	23487222	23488583	23489744	153	21,33,19,29,17,34	0,1,0,0,0,1	14,37,33,36,36,42	0,1,0,0,0,0	256	96	1	1.0	1.0,0.925,1.0,1.0,1.0,0.927	1.0,0.933,1.0,1.0,1.0,1.0	-0.013
155	"ENSMUSG00000027843"	"Ptpn22"	chr3	+	103902113	103902191	103890255	103890283	103903369	103903385	155	4,4,2,2,0,5	0,0,0,0,0,0	4,16,7,5,3,9	1,0,0,0,0,0	174	96	1	1.0	1.0,1.0,1.0,1.0,NA,1.0	0.688,1.0,1.0,1.0,1.0,1.0	0.052
156	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119344508	119344172	119344252	119346469	119346568	156	17,38,18,46,28,28	0,0,0,0,0,0	21,23,28,41,30,54	0,0,0,1,0,0	139	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.966,1.0,1.0	0.006
158	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119348355	119348421	119347729	119347810	119348580	119348771	158	0,0,0,0,0,1	18,36,21,27,37,46	0,0,0,0,2,0	24,31,36,39,35,50	162	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.013	0.0,0.0,0.0,0.0,0.033,0.0	-0.003
162	"ENSMUSG00000050912"	"Tmem123"	chr9	+	7785210	7785326	7768289	7768340	7790841	7791108	162	1,0,0,0,0,0	2,19,0,11,8,7	0,1,0,0,0,0	1,6,3,3,5,8	212	96	1	1.0	0.185,0.0,NA,0.0,0.0,0.0	0.0,0.07,0.0,0.0,0.0,0.0	0.025
163	"ENSMUSG00000050912"	"Tmem123"	chr9	+	7789299	7789385	7768289	7768340	7790841	7791048	163	0,0,0,0,1,0	2,19,0,11,8,7	1,0,0,0,0,0	1,6,3,3,5,8	182	96	1	1.0	0.0,0.0,NA,0.0,0.062,0.0	0.345,0.0,0.0,0.0,0.0,0.0	-0.045
164	"ENSMUSG00000020883"	"Fbxl20"	chr11	-	98099982	98100109	98098419	98098494	98101700	98101796	164	10,9,8,8,6,7	0,0,0,1,0,2	2,12,5,17,5,7	0,0,0,0,0,0	223	96	1	1.0	1.0,1.0,1.0,0.775,1.0,0.601	1.0,1.0,1.0,1.0,1.0,1.0	-0.104
166	"ENSMUSG00000020883"	"Fbxl20"	chr11	-	98115392	98115447	98113220	98113295	98128314	98128376	166	2,2,2,3,2,7	0,0,0,0,0,0	1,2,2,3,1,1	0,0,0,0,1,1	151	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.389,0.389	0.204
167	"ENSMUSG00000020883"	"Fbxl20"	chr11	-	98128314	98128376	98115392	98115447	98149315	98149606	167	1,3,1,4,4,7	0,0,0,0,0,0	2,4,3,2,3,3	1,0,0,0,0,0	158	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.549,1.0,1.0,1.0,1.0,1.0	0.075
170	"ENSMUSG00000071072"	"Ptges3"	chr10	+	128072067	128072157	128070133	128070232	128074221	128074284	170	44,64,34,39,27,46	0,0,0,0,0,0	55,71,55,67,58,75	1,0,0,0,0,1	186	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.966,1.0,1.0,1.0,1.0,0.975	0.01
171	"ENSMUSG00000021113"	"Snapc1"	chr12	+	73967346	73967437	73964480	73964746	73967907	73967999	171	1,1,0,0,0,0	3,0,0,2,0,1	0,0,0,0,0,0	0,1,0,0,2,2	187	96	1	1.0	0.146,1.0,NA,0.0,NA,0.0	NA,0.0,NA,NA,0.0,0.0	0.286
172	"ENSMUSG00000021113"	"Snapc1"	chr12	+	73969526	73969631	73968238	73968379	73970180	73970339	172	3,6,2,1,0,3	0,1,0,0,0,1	1,2,3,5,3,4	1,0,0,0,0,0	201	96	1	1.0	1.0,0.741,1.0,1.0,NA,0.589	0.323,1.0,1.0,1.0,1.0,1.0	-0.021
174	"ENSMUSG00000020486"	"Sept4"	chr11	+	87583317	87583614	87578400	87578537	87583920	87584014	174	2,2,1,1,0,0	3,7,2,5,0,1	0,1,0,0,2,2	0,3,0,2,1,3	393	96	1	1.0	0.14,0.065,0.109,0.047,NA,0.0	NA,0.075,NA,0.0,0.328,0.14	-0.064
177	"ENSMUSG00000020486"	"Sept4"	chr11	+	87588967	87589085	87588717	87588852	87589174	87589274	177	25,32,12,19,13,13	0,0,0,0,0,0	3,9,10,7,9,8	0,0,0,0,2,0	214	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.669,1.0	0.055
178	"ENSMUSG00000092500"	"Gm20400"	chr6	+	142167929	142168128	142161492	142161535	142173373	142173796	178	3,2,0,2,1,2	0,0,0,0,0,0	3,1,1,0,1,0	0,0,0,0,1,0	295	96	1	1.0	1.0,1.0,NA,1.0,1.0,1.0	1.0,1.0,1.0,NA,0.246,NA	0.189
179	"ENSMUSG00000036955"	"Kif1bp"	chr10	-	62559733	62559883	62538625	62540056	62563235	62563351	179	15,27,6,8,12,12	0,0,0,0,0,0	11,6,11,12,22,14	0,0,0,0,0,2	246	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.732	0.045
189	"ENSMUSG00000048490"	"Nrip1"	chr16	-	76330745	76330864	76287399	76295015	76352471	76352546	189	2,2,0,1,3,6	0,0,1,0,0,0	3,5,8,3,1,8	2,3,0,0,0,1	215	96	0.258580720273	1.0	1.0,1.0,0.0,1.0,1.0,1.0	0.401,0.427,1.0,1.0,1.0,0.781	0.065
190	"ENSMUSG00000038914"	"Dido1"	chr2	-	180688823	180689655	180687475	180687797	180691863	180692048	190	32,39,17,20,32,29	0,0,0,0,0,0	27,30,27,50,37,47	0,0,0,0,1,0	928	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.793,1.0	0.034
191	"ENSMUSG00000038914"	"Dido1"	chr2	-	180690521	180690633	180688823	180689655	180691863	180692048	191	0,0,2,0,0,0	4,6,3,1,7,4	0,0,0,1,0,1	2,3,2,2,3,9	208	96	1	1.0	0.0,0.0,0.235,0.0,0.0,0.0	0.0,0.0,0.0,0.188,0.0,0.049	-0.0
192	"ENSMUSG00000018707"	"Dync1h1"	chr12	+	110656592	110656720	110656284	110656497	110657042	110657196	192	44,92,28,46,30,75	0,1,0,0,0,0	49,52,61,76,68,72	0,0,0,0,0,0	224	96	1	1.0	1.0,0.975,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.004
195	"ENSMUSG00000022195"	"6030458C11Rik"	chr15	-	12823560	12823706	12819903	12821553	12824466	12824641	195	2,9,3,2,5,8	0,0,0,1,0,0	0,6,2,5,5,5	0,0,0,0,0,0	242	96	1	1.0	1.0,1.0,1.0,0.442,1.0,1.0	NA,1.0,1.0,1.0,1.0,1.0	-0.093
198	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70220016	70220046	70217864	70218277	70224309	70224407	198	3,4,0,3,0,3	0,0,0,0,0,0	0,13,3,0,2,6	1,0,0,2,0,0	126	96	1	1.0	1.0,1.0,NA,1.0,NA,1.0	0.0,1.0,1.0,0.0,1.0,1.0	0.333
200	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70247573	70247719	70245852	70245992	70256359	70256471	200	8,10,1,3,2,9	0,0,0,0,0,0	3,9,9,9,10,3	0,0,1,0,0,0	242	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.781,1.0,1.0,1.0	0.036
203	"ENSMUSG00000052812"	"Atad2b"	chr12	+	5000639	5000693	4990871	4991058	5006605	5006791	203	0,0,0,0,1,0	1,1,0,0,1,4	0,0,0,0,0,0	1,1,0,0,0,3	150	96	1	1.0	0.0,0.0,NA,NA,0.39,0.0	0.0,0.0,NA,NA,NA,0.0	0.098
205	"ENSMUSG00000090145"	"Ugt1a6b"	chr1	+	88215794	88215882	88215043	88215175	88216137	88216357	205	605,903,555,727,559,811	0,0,0,1,0,0	220,324,331,470,281,397	0,0,0,0,0,0	184	96	1	1.0	1.0,1.0,1.0,0.997,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.001
206	"ENSMUSG00000034187"	"Nsf"	chr11	-	103872158	103872346	103863238	103863334	103872590	103872665	206	21,28,10,12,11,21	0,0,0,0,0,0	11,16,19,21,20,37	0,0,0,1,0,0	284	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.877,1.0,1.0	0.021
208	"ENSMUSG00000034187"	"Nsf"	chr11	-	103931075	103931123	103930729	103930815	103953969	103954024	208	0,0,1,0,0,0	5,5,1,0,1,1	0,0,0,0,0,0	2,1,2,3,3,3	144	96	1	1.0	0.0,0.0,0.4,NA,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.08
209	"ENSMUSG00000085795"	"Zfp703"	chr8	+	26978234	26978395	26977324	26977611	26978567	26978672	209	0,0,0,1,0,0	1,5,0,0,0,3	1,2,0,0,0,2	1,1,2,2,1,6	257	96	1	1.0	0.0,0.0,NA,1.0,NA,0.0	0.272,0.428,0.0,0.0,0.0,0.111	0.115
210	"ENSMUSG00000085795"	"Zfp703"	chr8	+	26978261	26978395	26977324	26977611	26978567	26978733	210	0,0,0,1,0,0	1,5,0,0,0,3	0,1,0,0,0,2	1,1,2,2,1,6	230	96	1	1.0	0.0,0.0,NA,1.0,NA,0.0	0.0,0.294,0.0,0.0,0.0,0.122	0.181
213	"ENSMUSG00000026839"	"Upp2"	chr2	+	58763674	58763792	58755179	58755422	58771420	58771579	213	0,2,1,1,2,2	0,1,0,0,0,0	2,11,1,14,18,9	0,0,0,0,0,0	214	96	1	1.0	NA,0.473,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.105
214	"ENSMUSG00000026839"	"Upp2"	chr2	+	58786567	58786679	58780001	58780148	58790028	58791236	214	0,0,0,0,0,0	1,0,0,0,0,4	0,0,1,0,0,0	0,7,4,7,5,2	208	96	1	1.0	0.0,NA,NA,NA,NA,0.0	NA,0.0,0.103,0.0,0.0,0.0	-0.021
216	"ENSMUSG00000029470"	"P2rx4"	chr5	+	122714398	122714546	122707543	122707787	122718312	122718384	216	24,42,22,28,15,28	0,0,0,0,1,0	19,26,24,35,15,46	0,0,0,0,0,0	244	96	1	1.0	1.0,1.0,1.0,1.0,0.855,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.024
217	"ENSMUSG00000029470"	"P2rx4"	chr5	+	122724593	122724674	122719129	122719226	122724989	122725131	217	13,15,13,17,15,25	0,0,0,0,0,0	16,20,18,31,20,34	0,0,0,2,0,0	177	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.894,1.0,1.0	0.018
218	"ENSMUSG00000029470"	"P2rx4"	chr5	+	122727398	122727464	122727197	122727291	122727744	122727840	218	16,25,21,25,4,18	0,1,0,0,0,0	10,21,15,30,22,25	0,0,0,0,0,1	162	96	1	1.0	1.0,0.937,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.937	0.0
221	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126834428	126834496	126832471	126832548	126836218	126836321	221	121,146,61,116,100,144	0,0,0,1,0,0	77,116,111,156,132,138	0,0,0,0,0,0	164	96	1	1.0	1.0,1.0,1.0,0.985,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.003
222	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126836218	126836321	126832471	126832548	126840497	126840639	222	77,116,55,83,69,105	0,0,0,0,0,0	41,93,65,86,71,91	0,0,0,1,1,0	199	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.976,0.972,1.0	0.009
223	"ENSMUSG00000057469"	"E2f6"	chr12	+	16812248	16812372	16811163	16811315	16813846	16813912	223	0,1,0,0,0,0	1,1,0,0,0,0	0,0,1,0,0,1	0,1,1,7,0,0	220	96	1	1.0	0.0,0.304,NA,NA,NA,NA	NA,0.0,0.304,0.0,NA,1.0	-0.174
224	"ENSMUSG00000057469"	"E2f6"	chr12	+	16812288	16812372	16810962	16811315	16813846	16813912	224	0,1,0,0,0,0	1,1,0,0,0,0	0,0,0,0,0,1	0,1,1,7,0,0	180	96	1	1.0	0.0,0.348,NA,NA,NA,NA	NA,0.0,0.0,0.0,NA,1.0	-0.076
225	"ENSMUSG00000057469"	"E2f6"	chr12	+	16813846	16813912	16811098	16811315	16816399	16816454	225	2,1,2,0,0,0	0,4,0,1,0,1	0,1,2,7,0,1	1,2,0,1,1,0	162	96	1	1.0	1.0,0.129,1.0,0.0,NA,0.0	0.0,0.229,1.0,0.806,0.0,1.0	-0.08
229	"ENSMUSG00000022679"	"Mpv17l"	chr16	+	13942119	13942173	13903160	13903280	13944665	13944736	229	11,7,9,3,5,6	2,0,0,1,1,2	11,16,7,13,4,11	6,2,1,2,3,1	150	96	0.0148320031318	0.728887011048	0.779,1.0,1.0,0.658,0.762,0.658	0.54,0.837,0.818,0.806,0.46,0.876	0.087
231	"ENSMUSG00000022679"	"Mpv17l"	chr16	+	13942119	13942173	13940694	13941023	13944665	13944736	231	13,14,14,4,10,14	115,179,68,80,77,83	17,22,17,30,16,24	142,170,206,276,143,177	150	96	0.920325426932	1.0	0.067,0.048,0.116,0.031,0.077,0.097	0.071,0.076,0.05,0.065,0.067,0.08	0.005
232	"ENSMUSG00000022679"	"Mpv17l"	chr16	+	13944665	13944736	13940664	13941023	13946557	13946587	232	226,364,154,195,166,196	0,0,0,0,0,1	246,299,352,451,233,331	0,0,0,0,0,0	167	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.991	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
233	"ENSMUSG00000022679"	"Mpv17l"	chr16	+	13946528	13946587	13944665	13944736	13946751	13946879	233	34,57,34,49,20,43	0,0,0,0,0,1	49,89,68,113,32,52	1,0,0,0,0,0	155	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.964	0.968,1.0,1.0,1.0,1.0,1.0	-0.001
234	"ENSMUSG00000022679"	"Mpv17l"	chr16	+	13946557	13946587	13944665	13944736	13946751	13946845	234	160,264,135,170,128,167	0,0,0,0,0,1	180,255,255,338,146,244	1,0,0,0,0,0	126	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.992	0.993,1.0,1.0,1.0,1.0,1.0	-0.0
235	"ENSMUSG00000027610"	"Gss"	chr2	-	155578288	155578428	155577521	155577638	155578711	155578787	235	60,111,62,69,35,72	0,0,0,0,0,0	129,194,151,220,126,220	0,0,0,0,0,1	236	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.989	0.002
237	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108718	23108851	23108581	23108633	23109984	23110153	237	101,81,43,57,55,51	0,0,0,1,0,0	37,45,48,55,44,56	0,0,0,0,0,0	229	96	1	1.0	1.0,1.0,1.0,0.96,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.007
238	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23109119	23109259	23108718	23108851	23109984	23110153	238	134,186,116,129,146,167	10,13,4,5,0,4	134,180,151,207,133,180	7,8,4,9,8,9	236	96	0.603560880611	1.0	0.845,0.853,0.922,0.913,1.0,0.944	0.886,0.902,0.939,0.903,0.871,0.891	0.014
239	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23111125	23111263	23110579	23110723	23111502	23111558	239	117,155,52,86,89,98	0,1,0,0,0,0	97,104,109,114,75,113	0,0,0,0,0,0	234	96	1	1.0	1.0,0.985,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.003
240	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23112350	23112457	23111816	23111896	23113166	23113184	240	10,17,5,17,10,20	73,89,43,52,69,88	5,6,10,6,5,18	48,68,46,76,46,80	203	96	0.0741537825381	1.0	0.061,0.083,0.052,0.134,0.064,0.097	0.047,0.04,0.093,0.036,0.049,0.096	0.022
242	"ENSMUSG00000041890"	"Git2"	chr5	-	114737347	114737437	114733860	114733943	114739032	114739281	242	1,11,2,2,3,0	1,0,1,1,2,2	3,0,1,0,1,0	0,2,0,4,0,0	186	96	1	1.0	0.34,1.0,0.508,0.508,0.436,0.0	1.0,0.0,1.0,0.0,1.0,NA	-0.135
244	"ENSMUSG00000041890"	"Git2"	chr5	-	114743730	114743880	114739032	114739281	114745428	114745571	244	5,2,1,3,3,1	2,2,1,1,2,1	2,2,1,2,1,3	0,1,2,0,0,0	246	96	6.80610072112e-06	0.00227035020418	0.494,0.281,0.281,0.539,0.369,0.281	1.0,0.438,0.163,1.0,1.0,1.0	-0.393
245	"ENSMUSG00000041890"	"Git2"	chr5	-	114743775	114743880	114739032	114739281	114745428	114745571	245	2,2,0,2,3,0	2,2,1,1,2,1	1,2,1,1,1,3	0,1,2,0,0,0	201	96	1.75919616952e-06	0.00084196658409	0.323,0.323,0.0,0.489,0.417,0.0	1.0,0.489,0.193,1.0,1.0,1.0	-0.522
250	"ENSMUSG00000024789"	"Jak2"	chr19	+	29288673	29288801	29287900	29288087	29291166	29291301	250	10,19,2,12,6,4	0,0,0,0,0,0	7,10,3,8,10,15	0,1,0,0,0,0	224	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.811,1.0,1.0,1.0,1.0	0.031
251	"ENSMUSG00000024789"	"Jak2"	chr19	+	29291166	29291301	29288673	29288801	29294855	29294943	251	9,18,4,14,7,8	0,1,0,0,0,0	5,6,3,7,4,6	0,0,0,1,0,0	231	96	1	1.0	1.0,0.882,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.744,1.0,1.0	0.023
254	"ENSMUSG00000026495"	"Efcab2"	chr1	+	178474881	178474961	178455815	178455888	178475684	178475727	254	8,3,2,3,3,5	0,0,0,0,1,0	2,1,5,5,1,10	0,0,0,0,0,0	176	96	1	1.0	1.0,1.0,1.0,1.0,0.621,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.063
260	"ENSMUSG00000032883"	"Acsl3"	chr1	+	78663140	78663280	78657824	78658103	78681592	78682010	260	2,2,0,0,5,5	0,2,1,0,1,0	0,2,7,6,1,5	0,2,0,1,0,6	236	96	1	1.0	1.0,0.289,0.0,NA,0.67,1.0	NA,0.289,1.0,0.709,1.0,0.253	-0.058
263	"ENSMUSG00000042784"	"Muc1"	chr3	+	89229910	89231214	89229056	89229177	89231312	89231365	263	31,47,28,33,18,34	0,0,0,0,0,0	20,18,31,36,23,24	0,0,0,1,0,0	1400	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.712,1.0,1.0	0.048
268	"ENSMUSG00000032952"	"Ap4b1"	chr3	+	103818803	103818907	103817759	103817843	103820253	103820461	268	3,4,3,4,7,3	0,2,0,0,0,1	5,5,4,5,6,3	0,0,0,0,0,0	200	96	1	1.0	1.0,0.49,1.0,1.0,1.0,0.59	1.0,1.0,1.0,1.0,1.0,1.0	-0.153
269	"ENSMUSG00000030711"	"Sult1a1"	chr7	-	126675227	126675353	126675048	126675146	126675443	126675583	269	36,48,26,24,18,28	0,0,1,0,0,0	14,7,4,18,15,28	0,0,0,0,0,0	222	96	1	1.0	1.0,1.0,0.918,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.014
270	"ENSMUSG00000063445"	"Nmral1"	chr16	-	4715232	4715630	4714508	4714666	4716296	4716535	270	0,1,0,1,0,1	1,0,0,0,0,0	0,0,0,0,1,0	0,0,0,0,0,0	494	96	1	1.0	0.0,1.0,NA,1.0,NA,1.0	NA,NA,NA,NA,1.0,NA	-0.25
272	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83730110	83730257	83729381	83729525	83733413	83733566	272	4,4,7,5,5,5	1,0,0,0,0,0	6,6,3,8,2,6	0,0,0,1,1,0	243	96	1	1.0	0.612,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.76,0.441,1.0	0.069
273	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83731902	83732037	83730110	83730257	83733413	83733566	273	2,2,0,0,0,4	0,1,2,2,1,0	2,5,4,4,2,2	1,4,1,1,1,0	231	96	0.0111680921112	0.59453641866	1.0,0.454,0.0,0.0,0.0,1.0	0.454,0.342,0.624,0.624,0.454,1.0	-0.174
274	"ENSMUSG00000054065"	"Pkp3"	chr7	+	141082061	141082188	141079779	141080101	141082341	141082421	274	0,0,0,1,0,0	0,6,1,2,0,4	0,0,0,0,0,0	3,3,0,0,0,8	223	96	1	1.0	NA,0.0,0.0,0.177,NA,0.0	0.0,0.0,NA,NA,NA,0.0	0.044
277	"ENSMUSG00000024352"	"Spata24"	chr18	-	35660791	35660857	35660443	35660574	35662011	35662122	277	5,8,1,5,4,1	0,0,0,0,0,0	3,2,2,3,8,4	1,1,1,0,0,0	162	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.64,0.542,0.542,1.0,1.0,1.0	0.213
278	"ENSMUSG00000024352"	"Spata24"	chr18	-	35660791	35660891	35660443	35660574	35662011	35662156	278	4,4,1,2,2,1	0,0,0,0,0,0	2,1,0,4,2,2	1,1,1,0,0,0	196	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.495,0.329,0.0,1.0,1.0,1.0	0.363
279	"ENSMUSG00000061808"	"Ttr"	chr18	+	20669978	20670114	20666455	20666586	20673630	20674321	279	2,2,88,151,92,117	0,0,0,1,1,0	498,906,605,893,378,635	3,0,0,1,0,0	232	96	1	1.0	1.0,1.0,1.0,0.984,0.974,1.0	0.986,1.0,1.0,0.997,1.0,1.0	-0.004
280	"ENSMUSG00000109061"	"Gm49320"	chr8	+	4240687	4240735	4238864	4239033	4243303	4243445	280	3,0,0,0,0,0	1,3,3,0,3,0	0,0,0,0,0,1	1,1,1,1,1,4	144	96	1	1.0	0.667,0.0,0.0,NA,0.0,NA	0.0,0.0,0.0,0.0,0.0,0.143	0.143
284	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107750007	107750092	107749707	107749799	107750462	107750548	284	17,22,14,10,10,6	0,0,0,3,1,0	8,15,8,13,7,21	0,0,0,0,0,2	181	96	1	1.0	1.0,1.0,1.0,0.639,0.841,1.0	1.0,1.0,1.0,1.0,1.0,0.848	-0.061
285	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107755852	107755913	107754422	107754488	107756908	107756992	285	8,15,9,8,11,10	0,0,0,0,0,1	2,2,8,4,12,10	0,0,0,0,1,0	157	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.859	1.0,1.0,1.0,1.0,0.88,1.0	-0.003
286	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107759775	107759849	107756908	107756992	107760321	107760391	286	7,9,2,3,6,5	0,0,1,2,0,0	2,7,6,7,5,4	0,0,0,0,0,0	170	96	1	1.0	1.0,1.0,0.53,0.459,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.168
287	"ENSMUSG00000027637"	"Rab5if"	chr2	+	156865256	156865360	156863127	156863417	156872337	156872467	287	67,100,52,67,53,89	0,2,0,1,0,1	69,124,120,197,107,129	0,3,0,0,0,0	200	96	1	1.0	1.0,0.96,1.0,0.97,1.0,0.977	1.0,0.952,1.0,1.0,1.0,1.0	-0.007
288	"ENSMUSG00000029370"	"Rassf6"	chr5	-	90617706	90617785	90615794	90615937	90631507	90631606	288	7,9,4,2,2,8	0,1,0,0,0,0	4,0,7,8,3,3	0,0,0,0,1,0	175	96	1	1.0	1.0,0.832,1.0,1.0,1.0,1.0	1.0,NA,1.0,1.0,0.622,1.0	0.048
289	"ENSMUSG00000029370"	"Rassf6"	chr5	-	90622146	90622287	90617630	90617785	90631507	90631606	289	0,0,1,1,0,0	5,4,1,2,2,2	0,0,0,0,0,0	2,0,5,7,0,2	237	96	1	1.0	0.0,0.0,0.288,0.168,0.0,0.0	0.0,NA,0.0,0.0,NA,0.0	0.076
291	"ENSMUSG00000011877"	"Git1"	chr11	+	77502828	77502855	77500987	77501114	77503017	77503066	291	0,0,0,0,0,1	8,5,3,9,4,2	0,0,0,0,0,0	7,6,5,7,2,9	123	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.281	0.0,0.0,0.0,0.0,0.0,0.0	0.047
300	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26378160	26378279	26378020	26378067	26378493	26378636	300	0,1,0,0,1,0	0,3,0,0,0,0	0,1,0,0,0,0	0,0,2,0,0,0	215	96	1	1.0	NA,0.13,NA,NA,1.0,NA	NA,1.0,0.0,NA,NA,NA	0.065
303	"ENSMUSG00000086247"	"Gm15787"	chr5	-	110168194	110168484	110162452	110162609	110176316	110176466	303	0,0,0,1,1,2	0,0,0,1,0,1	0,1,1,2,1,0	0,0,0,0,0,0	386	96	1	1.0	NA,NA,NA,0.199,1.0,0.332	NA,1.0,1.0,1.0,1.0,NA	-0.49
306	"ENSMUSG00000030562"	"Nox4"	chr7	+	87246755	87246902	87246095	87246219	87247487	87247583	306	34,31,25,20,56,38	0,0,0,0,0,0	15,20,30,17,19,13	0,0,1,1,0,0	243	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.922,0.87,1.0,1.0	0.035
307	"ENSMUSG00000030562"	"Nox4"	chr7	+	87295783	87295894	87247487	87247583	87297454	87297539	307	102,160,94,106,124,179	0,0,0,0,0,1	56,77,82,107,50,71	0,0,0,0,0,0	207	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.988	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
308	"ENSMUSG00000030562"	"Nox4"	chr7	+	87295787	87295894	87247487	87247583	87297454	87297539	308	77,121,74,74,97,129	0,0,0,0,0,1	37,78,51,92,38,38	0,0,0,0,0,0	203	96	1	1.0	1.0,1.0,1.0,1.0,1.0,0.984	1.0,1.0,1.0,1.0,1.0,1.0	-0.003
