ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
103	"ENSMUSG00000025871"	"4833439L19Rik"	chr13	-	54561692	54561871	54564184	54564272	54559197	54559324	54564514	54564621	103	110,160,51,107,82,131	186,259,117,174,148,202	117,166,129,187,107,162	271,354,293,348,265,395	184	275	0.00255507787712	0.0622115031886	0.469,0.48,0.394,0.479,0.453,0.492	0.392,0.412,0.397,0.445,0.376,0.38	0.061
104	"ENSMUSG00000037847"	"Nmrk1"	chr19	+	18639517	18639608	18639885	18639934	18636078	18636142	18641123	18641229	104	16,23,7,10,8,2	14,13,1,9,3,3	5,16,25,33,16,24	7,7,22,27,10,13	187	145	0.656287117182	1.0	0.47,0.578,0.844,0.463,0.674,0.341	0.356,0.639,0.468,0.487,0.554,0.589	0.046
105	"ENSMUSG00000021196"	"Pfkp"	chr13	-	6593100	6593253	6597858	6598011	6588488	6588653	6598738	6598826	105	23,34,9,12,14,27	0,1,1,0,0,0	12,19,14,16,15,19	1,0,1,0,0,2	249	249	1	1.0	1.0,0.971,0.9,1.0,1.0,1.0	0.923,1.0,0.933,1.0,1.0,0.905	0.018
110	"ENSMUSG00000028859"	"Csf3r"	chr4	+	126027188	126027316	126027316	126027400	126026080	126026179	126029762	126030062	110	1,0,0,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,0,0,1,0,0	224	180	1	1.0	1.0,NA,NA,NA,NA,NA	0.0,NA,NA,0.0,NA,NA	1.0
116	"ENSMUSG00000040040"	"Ift88"	chr14	+	57507204	57507271	57516980	57517091	57496172	57496279	57517336	57517936	116	0,6,1,4,0,2	6,5,2,4,2,2	1,3,4,0,5,1	3,5,1,6,7,8	163	207	0.939217300747	1.0	0.0,0.604,0.388,0.559,0.0,0.559	0.297,0.432,0.836,0.0,0.476,0.137	-0.011
117	"ENSMUSG00000001576"	"Ergic1"	chr17	+	26629900	26630079	26631925	26632026	26629554	26629679	26634416	26634521	117	0,1,0,0,1,0	0,0,0,0,1,0	0,0,0,0,0,0	0,0,0,0,0,1	275	197	1	1.0	NA,1.0,NA,NA,0.417,NA	NA,NA,NA,NA,NA,0.0	0.709
118	"ENSMUSG00000001576"	"Ergic1"	chr17	+	26629900	26630529	26631925	26632026	26629554	26629679	26634416	26634521	118	0,1,0,0,0,0	0,0,0,0,1,0	0,0,0,1,0,1	0,0,0,0,0,1	725	197	1	1.0	NA,1.0,NA,NA,0.0,NA	NA,NA,NA,1.0,NA,0.214	-0.107
119	"ENSMUSG00000015937"	"H2afy"	chr13	-	56088251	56088342	56089757	56089857	56084195	56084285	56096123	56096234	119	11,24,8,7,12,18	11,11,7,11,14,20	11,26,11,19,11,23	9,6,11,25,8,19	196	187	0.434228408468	1.0	0.488,0.675,0.522,0.378,0.45,0.462	0.538,0.805,0.488,0.42,0.567,0.536	-0.063
120	"ENSMUSG00000039648"	"Kyat1"	chr2	-	30187186	30187307	30187688	30187817	30186832	30186909	30188052	30188139	120	3,17,7,11,11,7	8,6,2,7,1,9	15,33,13,26,24,30	26,22,25,28,18,27	225	217	0.0924325041197	0.582467428913	0.266,0.732,0.771,0.602,0.914,0.429	0.357,0.591,0.334,0.472,0.563,0.517	0.147
121	"ENSMUSG00000035236"	"Scai"	chr2	-	39080373	39080465	39082709	39082852	39080076	39080177	39083537	39083610	121	0,3,1,0,0,0	0,2,0,0,1,0	0,0,1,0,0,0	0,1,3,3,1,0	239	188	1	1.0	NA,0.541,1.0,NA,0.0,NA	NA,0.0,0.208,0.0,0.0,NA	0.462
122	"ENSMUSG00000035236"	"Scai"	chr2	-	39080373	39080547	39082709	39082852	39080076	39080177	39083537	39083610	122	0,3,1,0,0,0	1,2,0,1,1,0	0,0,1,0,0,0	1,1,8,3,2,1	239	270	1	1.0	0.0,0.629,1.0,0.0,0.0,NA	0.0,0.0,0.124,0.0,0.0,0.0	0.305
134	"ENSMUSG00000040473"	"Cfap69"	chr5	-	5586355	5586432	5587140	5587278	5584650	5584848	5589119	5589312	134	3,6,0,3,4,3	0,1,2,0,3,3	1,0,0,3,2,1	1,2,0,0,0,1	234	173	1	1.0	1.0,0.816,0.0,1.0,0.496,0.425	0.425,0.0,NA,1.0,1.0,0.425	0.053
135	"ENSMUSG00000040473"	"Cfap69"	chr5	-	5618947	5619069	5619166	5619215	5617168	5617385	5621919	5622043	135	0,0,0,0,0,0	3,1,0,0,1,0	0,0,1,0,0,0	0,0,1,3,0,0	145	218	1	1.0	0.0,0.0,NA,NA,0.0,NA	NA,NA,0.601,0.0,NA,NA	-0.3
136	"ENSMUSG00000040473"	"Cfap69"	chr5	-	5619166	5619215	5621919	5622043	5617168	5617385	5625749	5625927	136	3,2,3,1,5,3	0,0,0,0,0,0	1,2,2,1,1,3	0,0,1,0,0,0	220	145	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.569,1.0,1.0,1.0	0.072
137	"ENSMUSG00000040473"	"Cfap69"	chr5	-	5619166	5619215	5621919	5622043	5618947	5619069	5625749	5625927	137	4,2,3,1,5,3	0,0,1,0,0,0	1,2,2,1,1,3	0,0,0,0,0,0	220	145	1	1.0	1.0,1.0,0.664,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.056
139	"ENSMUSG00000037960"	"Card19"	chr13	-	49203928	49203988	49205191	49205345	49203717	49203789	49208003	49208146	139	19,27,3,9,4,13	3,4,2,4,3,2	9,13,8,10,13,20	2,2,3,4,0,1	250	156	0.210747579581	0.85208359833	0.798,0.808,0.483,0.584,0.454,0.802	0.737,0.802,0.625,0.609,1.0,0.926	-0.128
140	"ENSMUSG00000038371"	"Sbf2"	chr7	-	110341289	110341364	110347886	110347982	110339889	110340074	110348854	110348995	140	2,2,0,0,0,3	1,3,3,4,5,2	1,4,3,1,1,0	7,7,4,4,12,10	192	171	0.604549846871	1.0	0.64,0.373,0.0,0.0,0.0,0.572	0.113,0.337,0.4,0.182,0.069,0.0	0.081
141	"ENSMUSG00000038371"	"Sbf2"	chr7	-	110489220	110489358	110560257	110560346	110464587	110464707	110614706	110614761	141	2,3,0,0,1,3	4,4,8,6,3,6	5,1,3,4,2,2	4,6,7,2,9,12	185	234	0.263054036246	0.965602173118	0.387,0.487,0.0,0.0,0.297,0.387	0.613,0.174,0.352,0.717,0.219,0.174	-0.115
142	"ENSMUSG00000005656"	"Snx6"	chr12	-	54770718	54770840	54783402	54783513	54768018	54768142	54784014	54784119	142	14,21,7,15,9,9	10,22,12,13,15,10	15,26,20,23,25,35	15,19,26,29,25,40	207	218	0.888433211249	1.0	0.596,0.501,0.381,0.549,0.387,0.487	0.513,0.59,0.448,0.455,0.513,0.48	-0.016
144	"ENSMUSG00000040481"	"Bptf"	chr11	-	107086711	107086897	107095001	107095190	107082512	107082700	107095715	107095925	144	0,3,0,0,3,1	2,0,0,0,0,0	0,3,2,6,2,1	0,1,0,0,0,0	285	282	1	1.0	0.0,1.0,NA,NA,1.0,1.0	NA,0.748,1.0,1.0,1.0,1.0	-0.2
149	"ENSMUSG00000029128"	"Rab28"	chr5	-	41687720	41687850	41698389	41698478	41635805	41635909	41703437	41703534	149	13,14,7,15,9,11	7,8,12,13,15,21	7,1,5,7,5,6	7,16,13,14,9,12	185	226	0.0239148293235	0.306242675504	0.694,0.681,0.416,0.585,0.423,0.39	0.55,0.071,0.32,0.379,0.404,0.379	0.181
151	"ENSMUSG00000039382"	"Wdr45"	chrX	+	7724186	7724291	7725930	7726036	7724023	7724098	7726197	7726292	151	14,10,4,18,5,8	16,14,20,17,12,12	13,8,10,9,8,11	12,10,8,22,14,18	201	202	0.639747667717	1.0	0.468,0.418,0.167,0.516,0.295,0.401	0.521,0.446,0.557,0.291,0.365,0.38	-0.049
152	"ENSMUSG00000039382"	"Wdr45"	chrX	+	7724186	7724291	7726197	7726292	7724023	7724098	7726685	7726765	152	14,10,4,18,5,8	13,12,7,10,10,5	13,8,10,9,8,11	8,17,8,15,9,15	201	191	0.550434531967	1.0	0.506,0.442,0.352,0.631,0.322,0.603	0.607,0.309,0.543,0.363,0.458,0.411	0.027
154	"ENSMUSG00000064215"	"Ifi27"	chr12	+	103437389	103437524	103437675	103437705	103436562	103436682	103439400	103439562	154	15,28,8,12,7,9	10,8,1,4,5,1	2,7,12,7,11,8	1,2,0,5,1,2	231	126	0.17832015424	0.81391674361	0.45,0.656,0.814,0.621,0.433,0.831	0.522,0.656,1.0,0.433,0.857,0.686	-0.058
155	"ENSMUSG00000022770"	"Dlg1"	chr16	+	31846833	31846933	31847635	31847669	31842769	31842839	31853842	31853884	155	9,8,10,3,5,6	3,2,2,6,3,0	2,4,8,7,4,2	4,3,4,5,4,3	196	130	0.0491992737681	0.435148733249	0.666,0.726,0.768,0.249,0.525,1.0	0.249,0.469,0.57,0.481,0.399,0.307	0.243
156	"ENSMUSG00000021282"	"Eif5"	chr12	+	111542679	111542841	111543099	111543264	111542151	111542310	111543526	111543661	156	62,104,50,72,34,57	58,73,50,66,64,71	56,52,58,90,76,85	82,111,99,132,70,80	258	261	0.0939807829855	0.582467428913	0.52,0.59,0.503,0.525,0.35,0.448	0.409,0.322,0.372,0.408,0.523,0.518	0.064
162	"ENSMUSG00000029534"	"St7"	chr6	+	17921988	17922139	17930765	17930858	17906407	17906510	17934118	17934258	162	4,2,6,4,0,3	1,3,0,4,1,2	0,4,2,6,1,3	4,2,9,5,2,9	247	189	0.0334318760865	0.385302371897	0.754,0.338,1.0,0.433,0.0,0.534	0.0,0.605,0.145,0.479,0.277,0.203	0.225
163	"ENSMUSG00000018363"	"Smurf2"	chr11	-	106824608	106824810	106828503	106828624	106823019	106823095	106830919	106831057	163	10,10,3,4,4,8	8,29,6,11,8,14	7,11,12,9,12,9	23,16,18,30,15,24	217	298	0.817848650255	1.0	0.632,0.321,0.407,0.333,0.407,0.44	0.295,0.486,0.478,0.292,0.523,0.34	0.021
164	"ENSMUSG00000004988"	"Fxyd4"	chr6	-	117934314	117934351	117934425	117934500	117933843	117933881	117935008	117935032	164	5,6,4,8,4,14	2,2,1,3,3,5	11,4,8,14,9,9	4,9,4,4,4,8	171	133	0.195110194509	0.836705113197	0.66,0.7,0.757,0.675,0.509,0.685	0.681,0.257,0.609,0.731,0.636,0.467	0.101
165	"ENSMUSG00000032712"	"Resf1"	chr6	+	149311482	149311606	149317634	149317708	149310321	149310377	149324731	149324800	165	0,0,0,0,0,0	0,0,0,0,0,2	0,0,0,0,1,0	0,1,0,1,3,3	220	170	1	1.0	NA,NA,NA,NA,NA,0.0	NA,0.0,NA,0.0,0.205,0.0	-0.051
169	"ENSMUSG00000015968"	"Cacna1d"	chr14	-	30171295	30171399	30171955	30172059	30142547	30142717	30178544	30178741	169	0,0,0,0,0,0	0,0,0,0,1,0	0,0,0,0,0,1	0,0,0,0,0,0	200	200	1	1.0	NA,NA,NA,NA,0.0,NA	NA,NA,NA,NA,NA,1.0	-1.0
170	"ENSMUSG00000074207"	"Adh1"	chr3	+	138279730	138279832	138280373	138280512	138277493	138277736	138282435	138282523	170	27,38,18,18,19,22	33,51,32,48,36,52	101,147,109,168,97,118	185,267,240,375,206,306	198	235	0.279814921199	0.988464970672	0.493,0.469,0.4,0.308,0.385,0.334	0.393,0.395,0.35,0.347,0.359,0.314	0.039
171	"ENSMUSG00000021335"	"Slc17a1"	chr13	+	23878681	23878843	23880353	23880486	23878461	23878580	23880578	23880726	171	137,161,143,170,145,201	121,166,121,204,139,181	242,342,293,434,392,503	282,382,361,491,415,488	258	229	0.102299058924	0.612465794337	0.501,0.463,0.512,0.425,0.481,0.496	0.432,0.443,0.419,0.44,0.456,0.478	0.035
172	"ENSMUSG00000021335"	"Slc17a1"	chr13	+	23878681	23878843	23880578	23880726	23878461	23878580	23887972	23888063	172	130,159,143,164,137,198	112,138,96,136,104,128	237,334,290,412,379,484	210,291,267,326,263,307	258	244	0.753776220596	1.0	0.523,0.521,0.585,0.533,0.555,0.594	0.516,0.52,0.507,0.544,0.577,0.599	0.008
173	"ENSMUSG00000028700"	"Pomgnt1"	chr4	+	116153550	116153668	116153841	116153940	116152862	116152976	116154091	116154219	173	12,10,4,3,4,12	7,6,1,4,1,3	4,1,5,11,8,8	9,4,7,2,3,13	214	195	0.0793389198815	0.530075971962	0.61,0.603,0.785,0.406,0.785,0.785	0.288,0.186,0.394,0.834,0.708,0.359	0.201
174	"ENSMUSG00000025486"	"Sirt3"	chr7	-	140865665	140865826	140867730	140867886	140864974	140865184	140869488	140869650	174	2,1,2,4,3,1	4,3,1,6,3,7	1,2,1,4,5,4	0,5,3,2,6,5	252	257	0.386736161032	1.0	0.338,0.254,0.671,0.405,0.505,0.127	1.0,0.29,0.254,0.671,0.459,0.449	-0.137
176	"ENSMUSG00000029553"	"Tfec"	chr6	-	16835201	16835349	16840468	16840544	16833372	16834330	16844194	16844251	176	0,3,3,1,0,2	16,12,4,3,9,14	4,1,5,4,2,2	12,15,4,18,11,10	172	244	0.0767639965132	0.525226297029	0.0,0.262,0.515,0.321,0.0,0.169	0.321,0.086,0.639,0.24,0.205,0.221	-0.074
177	"ENSMUSG00000029553"	"Tfec"	chr6	-	16840468	16840544	16844194	16844251	16835201	16835349	16845363	16845478	177	5,1,0,5,1,8	5,7,3,2,4,2	5,4,4,3,1,6	2,3,4,11,1,3	153	172	0.395668694385	1.0	0.529,0.138,0.0,0.738,0.219,0.818	0.738,0.6,0.529,0.235,0.529,0.692	-0.147
178	"ENSMUSG00000027940"	"Tpm3"	chr3	+	90088400	90088476	90089047	90089123	90087673	90087744	90089796	90089859	178	35,58,18,25,15,34	1,3,0,0,1,0	20,32,28,26,31,35	1,0,1,0,1,0	172	172	1	1.0	0.972,0.951,1.0,1.0,0.938,1.0	0.952,1.0,0.966,1.0,0.969,1.0	-0.004
182	"ENSMUSG00000001036"	"Epn2"	chr11	-	61553509	61553579	61565821	61565894	61548007	61548042	61579566	61579658	182	0,0,0,0,0,0	0,2,1,0,0,0	0,0,0,0,0,1	0,0,0,0,0,0	169	166	1	1.0	NA,0.0,0.0,NA,NA,NA	NA,NA,NA,NA,NA,1.0	-1.0
183	"ENSMUSG00000063052"	"Lrrc40"	chr3	+	158041585	158041659	158041862	158041933	158040440	158040622	158043560	158043690	183	3,3,2,2,2,3	0,0,0,0,0,0	2,0,6,5,1,6	1,0,0,1,0,0	170	167	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.663,NA,1.0,0.831,1.0,1.0	0.101
184	"ENSMUSG00000063052"	"Lrrc40"	chr3	+	158041619	158041659	158041862	158041933	158040440	158040622	158043560	158043690	184	0,2,1,2,0,1	0,0,0,0,0,0	0,0,1,1,0,1	1,0,0,1,0,0	136	167	1	1.0	NA,1.0,1.0,1.0,NA,1.0	0.0,NA,1.0,0.551,NA,1.0	0.362
187	"ENSMUSG00000032059"	"Alg9"	chr9	+	50800118	50800241	50801937	50802092	50792301	50792407	50805301	50805431	187	3,5,2,1,3,2	2,7,0,2,3,1	2,1,4,1,1,3	3,8,2,11,7,12	219	251	0.00591241902558	0.126773263758	0.632,0.45,1.0,0.364,0.534,0.696	0.433,0.125,0.696,0.094,0.141,0.223	0.327
188	"ENSMUSG00000022807"	"Osbpl11"	chr16	+	33228961	33229148	33234422	33234605	33226856	33227355	33236254	33236408	188	4,11,6,14,9,14	8,14,2,5,2,2	8,10,15,9,14,20	8,8,9,5,13,13	283	279	0.273468764231	0.981082492689	0.33,0.436,0.747,0.734,0.816,0.873	0.496,0.552,0.622,0.64,0.515,0.603	0.085
192	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3596648	3596862	3617605	3617691	3591905	3591986	3632809	3632964	192	6,25,3,10,10,11	7,7,1,5,1,6	5,12,7,3,11,17	5,7,5,6,3,7	310	182	0.288161590824	1.0	0.335,0.677,0.638,0.54,0.854,0.518	0.37,0.502,0.451,0.227,0.683,0.588	0.123
193	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3596648	3596862	3617605	3617691	3591905	3591986	3643916	3644022	193	6,25,3,10,10,11	0,0,0,0,0,0	5,12,7,3,11,17	1,0,0,0,0,0	310	182	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.746,1.0,1.0,1.0,1.0,1.0	0.042
195	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3632809	3632964	3643916	3644022	3596648	3596862	3648222	3648389	195	7,6,3,1,4,4	6,5,3,3,2,3	5,7,4,6,8,3	0,2,3,8,6,4	251	202	0.421915140903	1.0	0.484,0.491,0.446,0.212,0.617,0.518	1.0,0.738,0.518,0.376,0.518,0.376	-0.126
196	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3632809	3632964	3643916	3644022	3617605	3617691	3648222	3648389	196	14,14,4,6,5,10	6,5,3,3,2,3	9,14,9,12,11,10	0,2,3,8,6,4	251	202	0.589748053236	1.0	0.653,0.693,0.518,0.617,0.668,0.728	1.0,0.849,0.707,0.547,0.596,0.668	-0.082
197	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3718411	3718489	3732617	3732707	3686737	3686862	3734938	3735026	197	6,19,7,8,9,14	2,5,0,3,1,3	4,9,2,4,8,6	3,3,3,3,6,7	174	186	0.00100113285478	0.0369217796843	0.762,0.802,1.0,0.74,0.906,0.833	0.588,0.762,0.416,0.588,0.588,0.478	0.271
198	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3773550	3773640	3774569	3774610	3772586	3772746	3779618	3779654	198	8,13,7,5,2,10	1,0,0,3,1,1	7,6,9,13,5,15	2,4,3,0,4,5	186	137	0.00158562613864	0.0459584427342	0.855,1.0,1.0,0.551,0.596,0.88	0.721,0.525,0.688,1.0,0.479,0.688	0.13
200	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3773550	3773640	3779618	3779654	3772586	3772746	3781105	3781398	200	5,11,5,3,0,7	1,2,1,4,4,2	7,5,9,9,3,11	3,2,1,0,1,3	186	132	0.0803792780623	0.532689961079	0.78,0.796,0.78,0.347,0.0,0.713	0.623,0.64,0.865,1.0,0.68,0.722	-0.186
205	"ENSMUSG00000074165"	"Zfp788"	chr7	+	41634679	41634710	41643332	41643432	41633530	41633694	41647482	41647617	205	1,1,0,0,0,0	0,1,0,0,1,0	0,0,0,0,0,0	0,0,1,0,1,0	127	196	1	1.0	1.0,0.607,NA,NA,0.0,NA	NA,NA,0.0,NA,0.0,NA	0.536
206	"ENSMUSG00000028256"	"Odf2l"	chr3	+	145126092	145126225	145127022	145127151	145124210	145124375	145127830	145127890	206	2,3,4,3,3,2	2,2,2,2,3,2	1,1,1,3,5,9	0,1,3,3,2,0	229	225	0.20512061156	0.851897314677	0.496,0.596,0.663,0.596,0.496,0.496	1.0,0.496,0.247,0.496,0.711,1.0	-0.101
208	"ENSMUSG00000023495"	"Pcbp4"	chr9	+	106460396	106460429	106460650	106460767	106460275	106460299	106460992	106461124	208	1,4,2,2,2,5	6,3,2,7,7,4	1,3,1,5,2,2	8,6,7,4,8,10	129	213	0.235005033254	0.905731470651	0.216,0.688,0.623,0.321,0.321,0.674	0.171,0.452,0.191,0.674,0.292,0.248	0.136
209	"ENSMUSG00000030630"	"Fah"	chr7	-	84599053	84599144	84600776	84600826	84597177	84597275	84601032	84601154	209	51,71,37,65,38,66	79,146,88,98,89,130	54,90,65,112,63,98	108,164,121,205,105,131	146	187	0.346249232195	1.0	0.453,0.384,0.35,0.459,0.354,0.394	0.39,0.413,0.408,0.412,0.435,0.489	-0.025
210	"ENSMUSG00000030982"	"Vps35l"	chr7	+	118809877	118809976	118811804	118811882	118806990	118807054	118813529	118813644	210	3,6,8,11,6,8	4,10,4,6,11,9	1,5,6,7,5,8	2,4,11,8,3,9	195	174	0.783235298082	1.0	0.401,0.349,0.641,0.621,0.327,0.442	0.309,0.527,0.327,0.438,0.598,0.442	0.023
211	"ENSMUSG00000039210"	"Gpatch2"	chr1	+	187316523	187316563	187322283	187322354	187304329	187304397	187341486	187341575	211	0,0,0,0,0,0	0,3,0,0,1,0	0,0,0,1,0,0	1,1,0,1,1,0	136	167	1	1.0	NA,0.0,NA,NA,0.0,NA	0.0,0.0,NA,0.551,0.0,NA	-0.138
212	"ENSMUSG00000020289"	"Nprl3"	chr11	-	32253874	32253949	32255438	32255568	32250124	32250278	32263024	32263094	212	1,2,2,0,1,1	5,2,3,2,6,3	2,4,0,0,3,7	5,2,2,4,2,6	226	171	0.0268400900265	0.335780514776	0.131,0.431,0.335,0.0,0.112,0.201	0.232,0.602,0.0,0.0,0.532,0.469	-0.104
214	"ENSMUSG00000036814"	"Slc6a20a"	chr9	-	123656220	123656462	123657401	123657512	123655002	123655165	123660394	123660622	214	9,24,1,10,8,5	44,24,14,23,15,12	0,7,7,9,13,11	13,12,18,17,25,40	207	338	0.791306045003	1.0	0.25,0.62,0.104,0.415,0.465,0.405	0.0,0.488,0.388,0.464,0.459,0.31	0.025
216	"ENSMUSG00000027550"	"Lrrcc1"	chr3	+	14554303	14554505	14557188	14557374	14551387	14551527	14558250	14558425	216	1,4,2,2,3,6	0,5,4,3,5,1	2,1,3,3,1,1	1,4,4,0,0,4	298	282	0.899098547701	1.0	1.0,0.431,0.321,0.387,0.362,0.85	0.654,0.191,0.415,1.0,1.0,0.191	-0.017
217	"ENSMUSG00000020954"	"Strn3"	chr12	-	51633578	51633719	51643103	51643214	51629373	51629507	51647993	51648135	217	1,2,2,0,5,2	1,1,0,1,0,1	2,1,0,2,4,5	0,0,1,0,0,0	207	237	1	1.0	0.534,0.696,1.0,0.0,1.0,0.696	1.0,1.0,0.0,1.0,1.0,1.0	-0.179
218	"ENSMUSG00000118346"	"Tmem179b"	chr19	-	8773289	8773424	8773504	8773622	8773027	8773106	8774334	8774467	218	2,1,2,3,1,1	10,28,9,16,11,11	0,5,3,2,1,3	13,15,20,26,24,26	214	231	0.811459234999	1.0	0.178,0.037,0.193,0.168,0.089,0.089	0.0,0.265,0.139,0.077,0.043,0.111	0.02
219	"ENSMUSG00000118346"	"Tmem179b"	chr19	-	8773289	8773424	8773504	8773692	8773027	8773106	8774334	8774467	219	5,15,4,2,5,5	10,28,9,16,11,11	3,4,9,5,4,4	13,15,20,26,24,26	284	231	0.0587051820667	0.462616904833	0.289,0.303,0.266,0.092,0.27,0.27	0.158,0.178,0.268,0.135,0.119,0.111	0.087
220	"ENSMUSG00000020078"	"Vps26a"	chr10	-	62468289	62468454	62469900	62470057	62464631	62464738	62480557	62480707	220	7,14,5,10,16,14	11,19,20,17,17,20	7,5,6,6,9,11	15,21,14,34,20,16	253	261	0.0523724493915	0.435148733249	0.396,0.432,0.205,0.378,0.493,0.419	0.325,0.197,0.307,0.154,0.317,0.415	0.101
222	"ENSMUSG00000058444"	"Map2k5"	chr9	-	63357992	63358060	63371736	63371785	63343386	63343456	63377122	63377877	222	3,1,0,2,1,0	6,0,3,5,0,5	1,5,2,5,1,3	2,0,2,6,4,6	145	164	0.0196909564059	0.266986203033	0.361,1.0,0.0,0.311,1.0,0.0	0.361,1.0,0.531,0.485,0.22,0.361	-0.048
223	"ENSMUSG00000002718"	"Cse1l"	chr2	+	166935922	166936026	166937341	166937439	166934752	166934889	166939634	166939785	223	7,11,4,6,3,14	9,5,1,3,8,4	3,9,8,7,7,7	5,3,9,13,15,12	200	194	0.0769040673524	0.525226297029	0.43,0.681,0.795,0.66,0.267,0.772	0.368,0.744,0.463,0.343,0.312,0.361	0.169
225	"ENSMUSG00000022498"	"Txndc11"	chr16	-	11104565	11104659	11116794	11116924	11091585	11091786	11122669	11122767	225	2,15,6,5,6,3	0,1,0,0,0,1	7,11,16,9,5,11	2,1,2,2,1,2	226	190	0.000319343887152	0.0140207173311	1.0,0.927,1.0,1.0,1.0,0.716	0.746,0.902,0.871,0.791,0.808,0.822	0.117
226	"ENSMUSG00000024587"	"Nars"	chr18	-	64509244	64509315	64510452	64510531	64507771	64507858	64511610	64511700	226	9,7,5,10,6,9	15,14,9,10,5,10	6,4,9,10,12,13	5,16,8,18,10,20	175	167	0.973219934411	1.0	0.364,0.323,0.346,0.488,0.534,0.462	0.534,0.193,0.518,0.346,0.534,0.383	0.002
227	"ENSMUSG00000024587"	"Nars"	chr18	-	64510452	64510531	64511610	64511700	64509244	64509315	64511784	64511877	227	7,20,5,7,9,7	9,12,10,18,6,9	11,8,14,15,6,13	13,12,14,15,8,13	186	175	0.815519193427	1.0	0.423,0.611,0.32,0.268,0.585,0.423	0.443,0.385,0.485,0.485,0.414,0.485	-0.011
228	"ENSMUSG00000004677"	"Myo9b"	chr8	+	71336875	71336965	71338906	71339020	71334312	71334394	71340759	71340799	228	1,1,0,2,1,2	2,3,1,0,0,3	0,0,1,2,0,0	2,1,0,0,1,3	186	210	0.0430377458548	0.427076614267	0.361,0.273,0.0,1.0,1.0,0.429	0.0,0.0,1.0,1.0,0.0,0.0	0.177
229	"ENSMUSG00000037287"	"Tbcel"	chr9	-	42444406	42444588	42449923	42450063	42442818	42443075	42451612	42451762	229	9,10,3,3,6,5	11,13,11,11,15,13	8,12,5,11,5,13	7,13,17,16,22,27	236	278	0.654612474626	1.0	0.491,0.475,0.243,0.243,0.32,0.312	0.574,0.521,0.257,0.447,0.211,0.362	-0.048
230	"ENSMUSG00000039901"	"Armh3"	chr19	-	45820273	45820390	45846107	45846186	45817363	45818978	45885951	45886027	230	0,2,5,2,0,0	5,4,2,3,5,1	0,0,2,4,0,2	7,4,3,2,1,6	175	213	0.885462028962	1.0	0.0,0.378,0.753,0.448,0.0,0.0	0.0,0.0,0.448,0.709,0.0,0.289	0.022
231	"ENSMUSG00000028886"	"Eya3"	chr4	+	132661894	132661938	132667154	132667234	132656692	132656788	132670188	132670255	231	1,3,0,1,0,0	2,3,2,2,5,5	0,3,1,1,0,4	3,8,4,3,2,5	140	176	0.0510898342518	0.435148733249	0.386,0.557,0.0,0.386,0.0,0.0	0.0,0.32,0.239,0.295,0.0,0.501	-0.004
233	"ENSMUSG00000074129"	"Rpl13a"	chr7	-	45126990	45127092	45127208	45127274	45126477	45126537	45127495	45127568	233	57,42,26,26,18,33	2,5,4,2,4,4	2,42,37,38,14,24	4,4,6,1,1,3	162	198	0.78032190661	1.0	0.972,0.911,0.888,0.941,0.846,0.91	0.379,0.928,0.883,0.979,0.945,0.907	0.075
234	"ENSMUSG00000025558"	"Dock9"	chr14	-	121591310	121591354	121591811	121591879	121586226	121586342	121594335	121594383	234	12,9,3,2,3,9	0,0,0,0,0,0	3,8,4,6,6,11	0,0,0,3,1,1	164	140	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.631,0.837,0.904	0.105
235	"ENSMUSG00000025558"	"Dock9"	chr14	-	121591310	121591354	121591811	121591948	121586226	121586342	121594335	121594383	235	20,17,8,4,17,18	0,0,0,0,0,0	5,17,10,19,9,18	0,0,0,3,1,1	233	140	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.792,0.844,0.915	0.075
236	"ENSMUSG00000038160"	"Atg5"	chr10	+	44294595	44294674	44303566	44303729	44289862	44289990	44319459	44319554	236	1,9,4,5,3,4	14,19,3,10,5,10	9,13,10,15,8,12	11,10,8,19,7,20	175	259	0.0322105765279	0.378969518373	0.096,0.412,0.664,0.425,0.47,0.372	0.548,0.658,0.649,0.539,0.628,0.47	-0.175
