ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
120	"ENSMUSG00000022515"	"Anks3"	chr16	-	4947648	4948363	4947648	4947758	4948225	4948363	120	6,8,4,3,3,5	2,6,2,3,3,6	4,4,2,7,5,6	1,1,2,7,3,0	563	96	0.407832962935	1.0	0.338,0.185,0.254,0.146,0.146,0.124	0.405,0.405,0.146,0.146,0.221,1.0	-0.188
121	"ENSMUSG00000015093"	"Clic3"	chr2	+	25457660	25457974	25457660	25457770	25457848	25457974	121	2,3,0,1,1,1	3,3,3,3,2,0	0,0,1,0,0,2	1,1,3,3,0,0	174	96	1	1.0	0.269,0.356,0.0,0.155,0.216,1.0	0.0,0.0,0.155,0.0,NA,1.0	0.102
122	"ENSMUSG00000015093"	"Clic3"	chr2	+	25458303	25458776	25458303	25458479	25458564	25458776	122	1,1,0,0,0,0	3,3,3,1,9,2	0,2,0,0,0,0	4,3,1,1,1,2	181	96	1	1.0	0.15,0.15,0.0,0.0,0.0,0.0	0.0,0.261,0.0,0.0,0.0,0.0	0.006
123	"ENSMUSG00000030357"	"Fkbp4"	chr6	-	128433525	128433793	128433525	128433609	128433702	128433793	123	1,1,2,0,0,0	37,46,17,28,23,33	0,0,1,0,0,0	29,53,52,62,40,55	189	96	1	1.0	0.014,0.011,0.056,0.0,0.0,0.0	0.0,0.0,0.01,0.0,0.0,0.0	0.012
129	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172955	122173145	122173280	129	3,3,0,4,1,3	35,46,23,39,34,43	0,3,1,3,2,2	25,50,38,60,31,52	286	96	0.891922264078	1.0	0.028,0.021,0.0,0.033,0.01,0.023	0.0,0.02,0.009,0.017,0.021,0.013	0.006
130	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122174054	122175273	122174054	122174115	122174979	122175273	130	13,11,4,12,17,7	0,0,0,0,0,0	13,11,7,8,10,20	0,1,0,0,0,0	960	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.524,1.0,1.0,1.0,1.0	0.079
136	"ENSMUSG00000034525"	"Ice1"	chr13	-	70618984	70620769	70618984	70619061	70620657	70620769	136	5,3,1,6,4,7	2,1,0,0,0,0	2,3,4,2,6,3	2,1,0,1,1,2	1692	96	0.0024648971177	0.102651038031	0.124,0.145,1.0,1.0,1.0,1.0	0.054,0.145,1.0,0.102,0.254,0.078	0.439
138	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76662594	76662896	76662594	76662672	76662781	76662896	138	2,7,1,2,0,6	0,0,1,0,0,0	1,2,2,2,0,2	0,0,0,0,0,0	205	96	1	1.0	1.0,1.0,0.319,1.0,NA,1.0	1.0,1.0,1.0,1.0,NA,1.0	-0.136
139	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181351575	181351953	181351575	181351699	181351802	181351953	139	1,0,1,0,0,0	0,0,0,2,2,1	0,1,1,0,0,1	0,1,2,2,2,2	199	96	1	1.0	1.0,NA,1.0,0.0,0.0,0.0	NA,0.325,0.194,0.0,0.0,0.194	0.257
145	"ENSMUSG00000039254"	"Pomt1"	chr2	+	32241652	32243004	32241652	32241799	32242892	32243004	145	3,3,1,1,0,0	0,2,1,1,0,3	0,2,0,1,2,2	3,1,3,6,4,5	1189	96	1	1.0	1.0,0.108,0.075,0.075,NA,0.0	0.0,0.139,0.0,0.013,0.039,0.031	0.215
146	"ENSMUSG00000039254"	"Pomt1"	chr2	+	32243618	32244389	32243618	32243712	32244233	32244389	146	0,0,3,2,1,1	2,6,2,3,3,5	1,3,2,0,1,6	5,8,5,1,10,8	617	96	0.150996376547	1.0	0.0,0.0,0.189,0.094,0.049,0.03	0.03,0.055,0.059,0.0,0.015,0.104	0.017
147	"ENSMUSG00000037742"	"Eef1a1"	chr9	-	78478957	78479534	78478957	78479192	78479277	78479534	147	2,3,2,0,3,6	1119,1666,937,1365,970,1336	1,1,3,3,6,5	939,1304,1151,1645,989,1301	181	96	1	1.0	0.001,0.001,0.001,0.0,0.002,0.002	0.001,0.0,0.001,0.001,0.003,0.002	-0.0
148	"ENSMUSG00000037742"	"Eef1a1"	chr9	-	78479277	78479774	78479277	78479534	78479623	78479774	148	1,0,0,4,0,0	711,1131,523,806,566,903	2,3,0,2,1,2	537,820,681,1002,582,866	185	96	1	1.0	0.001,0.0,0.0,0.003,0.0,0.0	0.002,0.002,0.0,0.001,0.001,0.001	-0.001
149	"ENSMUSG00000034664"	"Itga2b"	chr11	-	102457459	102457852	102457459	102457559	102457771	102457852	149	1,3,2,0,0,0	1,0,0,0,1,0	0,2,0,2,2,2	0,3,0,0,0,2	308	96	1	1.0	0.238,1.0,1.0,NA,0.0,NA	NA,0.172,NA,1.0,1.0,0.238	-0.043
151	"ENSMUSG00000027655"	"Dhx35"	chr2	+	158826304	158827999	158826304	158826417	158827902	158827999	151	1,3,2,3,1,1	0,2,2,2,1,0	2,2,1,2,1,3	3,1,1,2,0,1	1581	96	0.892545892544	1.0	1.0,0.083,0.057,0.083,0.057,1.0	0.039,0.108,0.057,0.057,1.0,0.154	0.144
154	"ENSMUSG00000020284"	"1810043G02Rik"	chr10	+	77979752	77980547	77979752	77979771	77980500	77980547	154	4,6,3,2,2,6	5,7,3,7,1,11	4,4,3,3,2,2	1,0,4,0,4,9	825	96	0.568668302895	1.0	0.085,0.091,0.104,0.032,0.189,0.06	0.318,1.0,0.08,1.0,0.055,0.025	-0.32
155	"ENSMUSG00000055235"	"Wdr86"	chr5	-	24712849	24715661	24712849	24712953	24715525	24715661	155	3,1,0,1,1,5	0,2,0,0,1,0	1,4,0,1,1,6	0,0,0,0,0,0	2668	96	1	1.0	1.0,0.018,NA,1.0,0.035,1.0	1.0,1.0,NA,1.0,1.0,1.0	-0.389
156	"ENSMUSG00000038812"	"Trmt112"	chr19	+	6910583	6911028	6910583	6910673	6910751	6911028	156	0,1,1,0,0,0	15,24,5,9,8,11	1,2,0,1,1,1	11,9,16,21,14,13	174	96	1	1.0	0.0,0.022,0.099,0.0,0.0,0.0	0.048,0.109,0.0,0.026,0.038,0.041	-0.024
157	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618646	148618791	157	194,188,93,125,119,140	0,0,0,0,0,0	152,181,156,164,118,156	0,0,1,0,0,0	1037	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.935,1.0,1.0,1.0	0.011
158	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617635	148618664	148618791	158	214,219,109,138,133,159	0,0,0,0,0,0	164,206,178,186,134,176	0,0,1,1,0,0	1125	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.938,0.941,1.0,1.0	0.02
159	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618664	148618791	159	197,194,94,129,121,145	1,0,1,0,2,1	153,186,159,168,121,161	6,0,0,2,6,4	1055	96	1	1.0	0.947,1.0,0.895,1.0,0.846,0.93	0.699,1.0,1.0,0.884,0.647,0.786	0.1
160	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4011101	4011424	4011101	4011272	4011345	4011424	160	1,3,1,1,0,2	29,68,25,45,50,71	2,4,0,0,3,1	50,63,58,108,35,67	169	96	1	1.0	0.019,0.024,0.022,0.012,0.0,0.016	0.022,0.035,0.0,0.0,0.046,0.008	-0.003
164	"ENSMUSG00000038619"	"Ensa"	chr3	+	95628540	95632102	95628540	95628707	95631431	95632102	164	136,210,76,117,98,125	7,10,4,3,1,5	90,138,111,167,93,155	2,6,1,2,1,5	2820	96	0.113595797533	1.0	0.398,0.417,0.393,0.57,0.769,0.46	0.605,0.439,0.791,0.74,0.76,0.513	-0.14
168	"ENSMUSG00000026709"	"Dars2"	chr1	-	161044958	161045476	161044958	161045069	161045257	161045476	168	0,2,0,0,0,1	4,5,6,2,0,4	0,0,1,0,0,1	3,5,6,4,5,9	284	96	1	1.0	0.0,0.119,0.0,0.0,NA,0.078	0.0,0.0,0.053,0.0,0.0,0.036	0.025
169	"ENSMUSG00000042066"	"Tmcc2"	chr1	-	132358902	132361215	132358902	132359038	132360274	132361215	169	0,2,0,4,1,0	0,0,0,0,0,1	2,0,0,0,0,0	0,1,0,0,0,3	1332	96	1	1.0	NA,1.0,NA,1.0,1.0,0.0	1.0,0.0,NA,NA,NA,0.0	0.417
170	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7938385	7939665	7938385	7938492	7939442	7939665	170	5,15,2,8,8,8	8,12,2,3,3,10	6,9,5,6,6,6	2,22,10,12,4,13	1046	96	0.0444969143482	0.722585112246	0.054,0.103,0.084,0.197,0.197,0.068	0.216,0.036,0.044,0.044,0.121,0.041	0.034
171	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7939442	7939665	7939442	7939532	7939605	7939665	171	2,2,0,1,1,0	1,10,1,3,0,0	3,1,1,1,1,3	3,3,8,13,4,7	169	96	1	1.0	0.532,0.102,0.0,0.159,1.0,NA	0.362,0.159,0.066,0.042,0.124,0.196	0.2
172	"ENSMUSG00000023885"	"Thbs2"	chr17	-	14668724	14670069	14668724	14668864	14669971	14670069	172	0,0,0,0,0,0	0,1,0,1,0,1	1,1,0,0,0,0	1,2,2,0,1,1	1203	96	1	1.0	NA,0.0,NA,0.0,NA,0.0	0.074,0.038,0.0,NA,0.0,0.0	-0.022
174	"ENSMUSG00000022960"	"Donson"	chr16	-	91682515	91682821	91682515	91682620	91682742	91682821	174	0,0,0,0,1,0	1,1,0,0,0,0	0,1,0,1,0,0	1,1,1,1,0,0	218	96	1	1.0	0.0,0.0,NA,NA,1.0,NA	0.0,0.306,0.0,0.306,NA,NA	0.18
175	"ENSMUSG00000025494"	"Sigirr"	chr7	-	141091174	141091992	141091174	141091501	141091802	141091992	175	6,11,7,6,2,11	16,18,7,23,12,27	7,8,3,12,3,3	10,12,19,23,13,18	397	96	0.652391503112	1.0	0.083,0.129,0.195,0.059,0.039,0.09	0.145,0.139,0.037,0.112,0.053,0.039	0.012
176	"ENSMUSG00000025494"	"Sigirr"	chr7	-	141092977	141093330	141092977	141093118	141093199	141093330	176	1,1,1,1,3,0	8,15,10,13,8,22	1,0,2,3,0,1	12,14,20,28,17,14	177	96	1	1.0	0.063,0.035,0.051,0.04,0.169,0.0	0.043,0.0,0.051,0.055,0.0,0.037	0.029
177	"ENSMUSG00000031783"	"Polr2c"	chr8	+	94862520	94862884	94862520	94862689	94862809	94862884	177	1,0,0,3,0,0	9,7,4,0,6,6	0,2,0,1,1,3	1,9,5,10,10,8	216	96	0.544247065099	1.0	0.047,0.0,0.0,1.0,0.0,0.0	0.0,0.09,0.0,0.043,0.043,0.143	0.121
178	"ENSMUSG00000042745"	"Id1"	chr2	+	152736250	152737410	152736250	152736745	152736971	152737410	178	4,5,4,3,4,0	17,5,8,6,12,4	0,1,1,1,2,2	0,7,2,4,3,9	322	96	1	1.0	0.066,0.23,0.13,0.13,0.09,0.0	NA,0.041,0.13,0.069,0.166,0.062	0.014
179	"ENSMUSG00000027330"	"Cdc25b"	chr2	+	131192556	131193148	131192556	131192688	131193067	131193148	179	1,2,1,1,0,1	1,0,0,0,0,2	0,1,0,0,1,1	0,1,0,2,0,1	475	96	1	1.0	0.168,1.0,1.0,1.0,NA,0.092	NA,0.168,NA,0.0,1.0,0.168	0.318
185	"ENSMUSG00000068922"	"Msto1"	chr3	-	88910625	88911014	88910625	88910810	88910882	88911014	185	0,0,0,0,0,0	8,7,1,5,0,5	0,0,1,0,0,0	0,5,3,5,4,2	168	96	1	1.0	0.0,0.0,0.0,0.0,NA,0.0	NA,0.0,0.16,0.0,0.0,0.0	-0.032
187	"ENSMUSG00000025188"	"Hps1"	chr19	-	42756257	42757906	42756257	42756340	42757792	42757906	187	5,4,2,3,3,4	3,1,1,1,0,3	14,6,12,16,7,12	0,0,2,1,1,2	1548	96	0.0160439993243	0.387155198648	0.094,0.199,0.11,0.157,1.0,0.076	1.0,1.0,0.271,0.498,0.303,0.271	-0.285
188	"ENSMUSG00000026360"	"Rgs2"	chr1	-	144002779	144003053	144002779	144002841	144002951	144003053	188	2,1,0,0,0,1	4,3,5,5,5,4	0,0,0,0,0,0	1,2,0,6,1,2	206	96	1	1.0	0.189,0.134,0.0,0.0,0.0,0.104	0.0,0.0,NA,0.0,0.0,0.0	0.071
189	"ENSMUSG00000020781"	"Tsen54"	chr11	+	115814914	115815238	115814914	115815079	115815174	115815238	189	0,0,0,1,0,0	0,3,1,3,1,1	0,0,0,0,1,0	2,1,0,2,2,2	191	96	1	1.0	NA,0.0,0.0,0.143,0.0,0.0	0.0,0.0,NA,0.0,0.201,0.0	-0.012
193	"ENSMUSG00000020832"	"Eral1"	chr11	-	78074279	78074627	78074279	78074360	78074477	78074627	193	0,0,1,2,1,2	3,5,2,3,2,3	1,0,0,0,1,1	0,2,2,0,0,0	213	96	1	1.0	0.0,0.0,0.184,0.231,0.184,0.231	1.0,0.0,0.0,NA,1.0,1.0	-0.462
194	"ENSMUSG00000032363"	"Adamts7"	chr9	+	90193024	90194269	90193024	90193865	90194042	90194269	194	0,1,0,1,1,0	0,0,0,0,1,0	0,2,0,0,1,1	0,0,0,0,1,0	273	96	1	1.0	NA,1.0,NA,1.0,0.26,NA	NA,1.0,NA,NA,0.26,1.0	0.0
196	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105750179	105751729	105750179	105750330	105751589	105751729	196	21,41,13,6,15,14	27,28,14,18,17,22	12,18,19,25,23,22	17,30,30,29,39,46	1355	96	0.106512003768	1.0	0.052,0.094,0.062,0.023,0.059,0.043	0.048,0.041,0.043,0.058,0.04,0.033	0.012
197	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105751981	105752196	105751981	105752053	105752170	105752196	197	0,3,0,0,2,2	8,17,5,7,9,17	1,5,1,1,0,2	7,3,14,20,4,8	213	96	0.567806891133	1.0	0.0,0.074,0.0,0.0,0.091,0.05	0.06,0.429,0.031,0.022,0.0,0.101	-0.071
201	"ENSMUSG00000021868"	"Ppif"	chr14	+	25696003	25698341	25696003	25696092	25698265	25698341	201	4,10,2,6,12,16	0,0,0,0,0,0	3,4,3,13,5,9	0,0,0,1,0,0	2269	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.355,1.0,1.0	0.107
203	"ENSMUSG00000023411"	"Nfatc4"	chr14	+	55832222	55833624	55832222	55832804	55833556	55833624	203	2,5,0,2,0,4	0,0,0,0,0,0	1,0,1,0,1,1	1,0,0,0,0,0	848	96	1	1.0	1.0,1.0,NA,1.0,NA,1.0	0.102,NA,1.0,NA,1.0,1.0	0.224
204	"ENSMUSG00000024965"	"Fermt3"	chr19	-	7001756	7002452	7001756	7001881	7002212	7002452	204	2,2,1,0,0,2	2,1,0,1,0,0	0,0,0,1,0,0	0,1,0,3,2,2	427	96	1	1.0	0.184,0.31,1.0,0.0,NA,1.0	NA,0.0,NA,0.07,0.0,0.0	0.481
205	"ENSMUSG00000024965"	"Fermt3"	chr19	-	7002821	7003080	7002821	7002946	7003030	7003080	205	1,0,0,0,0,1	1,0,0,0,1,0	0,2,0,0,0,0	0,0,1,0,0,0	180	96	1	1.0	0.348,NA,NA,NA,0.0,1.0	NA,1.0,0.0,NA,NA,NA	-0.051
207	"ENSMUSG00000033857"	"Engase"	chr11	+	118485756	118486553	118485756	118485905	118486444	118486553	207	1,0,0,1,1,0	0,2,0,1,0,0	1,0,0,0,1,0	0,1,0,0,1,1	635	96	1	1.0	1.0,0.0,NA,0.131,1.0,NA	1.0,0.0,NA,NA,0.131,0.0	0.25
208	"ENSMUSG00000033857"	"Engase"	chr11	+	118485756	118486553	118485756	118485905	118486447	118486553	208	1,0,0,1,1,0	0,0,0,0,0,0	1,0,0,0,1,0	0,0,0,0,5,0	638	96	1	1.0	1.0,NA,NA,1.0,1.0,NA	1.0,NA,NA,NA,0.029,NA	0.486
213	"ENSMUSG00000026553"	"Copa"	chr1	+	172091163	172092354	172091163	172091240	172092244	172092354	213	8,10,10,10,3,1	14,32,4,19,14,22	5,7,6,5,3,6	13,24,19,26,21,18	1100	96	0.133612289647	1.0	0.048,0.027,0.179,0.044,0.018,0.004	0.032,0.025,0.027,0.017,0.012,0.028	0.03
215	"ENSMUSG00000023393"	"Slc17a9"	chr2	+	180731879	180732572	180731879	180732077	180732432	180732572	215	0,0,1,0,0,0	0,0,0,0,0,0	1,1,0,0,0,1	0,0,0,0,0,1	451	96	1	1.0	NA,NA,1.0,NA,NA,NA	1.0,1.0,NA,NA,NA,0.176	0.275
216	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74219130	74219567	74219130	74219238	74219382	74219567	216	1,1,1,0,0,2	6,11,1,11,4,8	0,1,0,3,1,1	7,6,2,2,5,5	240	96	1	1.0	0.063,0.035,0.286,0.0,0.0,0.091	0.0,0.063,0.0,0.375,0.074,0.074	-0.019
218	"ENSMUSG00000026848"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954017	30955767	30955953	218	29,28,13,16,14,17	0,0,0,1,0,1	20,24,16,16,23,37	0,0,0,0,0,0	1846	96	1	1.0	1.0,1.0,1.0,0.454,1.0,0.469	1.0,1.0,1.0,1.0,1.0,1.0	-0.179
220	"ENSMUSG00000026848"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954017	30955777	30955953	220	29,28,13,16,14,17	7,6,5,0,4,6	20,25,16,17,26,37	3,1,1,7,2,7	1856	96	0.435659475574	1.0	0.176,0.194,0.119,1.0,0.153,0.128	0.256,0.564,0.453,0.112,0.402,0.215	-0.039
221	"ENSMUSG00000026083"	"Eif5b"	chr1	+	38033067	38034103	38033067	38033157	38034028	38034103	221	0,4,1,2,0,3	10,10,1,11,5,7	3,0,5,3,1,4	8,10,11,12,12,18	967	96	1	1.0	0.0,0.038,0.09,0.018,0.0,0.041	0.036,0.0,0.043,0.024,0.008,0.022	0.009
222	"ENSMUSG00000026083"	"Eif5b"	chr1	+	38050186	38051284	38050186	38050325	38051122	38051284	222	3,2,1,2,1,8	10,13,2,14,4,6	1,4,2,5,2,3	11,19,3,13,17,11	893	96	0.430885399285	1.0	0.031,0.016,0.051,0.015,0.026,0.125	0.01,0.022,0.067,0.04,0.012,0.028	0.014
223	"ENSMUSG00000024871"	"Doc2g"	chr19	+	4004322	4004648	4004322	4004432	4004512	4004648	223	0,1,0,0,0,0	0,1,0,0,0,1	0,0,0,1,0,1	0,3,2,1,0,0	176	96	1	1.0	NA,0.353,NA,NA,NA,0.0	NA,0.0,0.0,0.353,NA,1.0	-0.162
226	"ENSMUSG00000022214"	"Dcaf11"	chr14	+	55565097	55565541	55565097	55565166	55565483	55565541	226	9,6,2,6,4,3	28,52,28,33,24,34	2,4,3,6,1,4	27,37,33,47,24,29	413	96	0.135393736257	1.0	0.07,0.026,0.016,0.041,0.037,0.02	0.017,0.025,0.021,0.029,0.01,0.031	0.013
235	"ENSMUSG00000027981"	"Rnpc3"	chr3	-	113605066	113608411	113605066	113607299	113608339	113608411	235	0,1,0,1,1,1	1,0,0,0,1,2	0,2,2,1,1,1	0,0,0,1,0,0	1136	96	1	1.0	0.0,1.0,NA,1.0,0.078,0.041	NA,1.0,1.0,0.078,1.0,1.0	-0.392
236	"ENSMUSG00000008206"	"Cers4"	chr8	+	4519462	4520308	4519462	4519513	4520215	4520308	236	1,5,0,1,0,0	2,3,2,2,2,1	2,5,0,2,2,3	0,1,4,1,0,2	798	96	0.0382067496158	0.64965125966	0.057,0.167,0.0,0.057,0.0,0.0	1.0,0.376,0.0,0.194,1.0,0.153	-0.407
237	"ENSMUSG00000008206"	"Cers4"	chr8	+	4519462	4520682	4519462	4520308	4520553	4520682	237	0,1,1,0,0,0	4,3,0,1,1,2	0,0,0,0,2,0	0,4,0,3,0,0	341	96	1	1.0	0.0,0.086,1.0,0.0,0.0,0.0	NA,0.0,NA,0.0,1.0,NA	-0.152
240	"ENSMUSG00000061232"	"H2-K1"	chr17	-	33996826	33997157	33996826	33996859	33997037	33997157	240	9,9,0,0,1,2	0,0,0,0,0,0	0,0,1,2,1,5	0,0,37,47,0,0	274	96	1	1.0	1.0,1.0,NA,NA,1.0,1.0	NA,NA,0.009,0.015,1.0,1.0	0.494
245	"ENSMUSG00000029670"	"Ing3"	chr6	+	21969277	21970107	21969277	21969435	21969913	21970107	245	0,2,1,1,0,2	3,3,4,2,3,1	0,1,0,1,1,2	0,1,2,0,0,3	574	96	1	1.0	0.0,0.1,0.04,0.077,0.0,0.251	NA,0.143,0.0,1.0,1.0,0.1	-0.371
246	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756811	41756512	41756561	41756681	41756811	246	2,1,4,4,2,3	13,9,3,3,6,5	0,3,3,3,3,4	3,7,9,13,8,9	216	96	0.611766283208	1.0	0.064,0.047,0.372,0.372,0.129,0.211	0.0,0.16,0.129,0.093,0.143,0.165	0.084
247	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756995	41756512	41756561	41756938	41756995	247	15,11,8,5,3,8	2,2,0,0,0,0	2,3,6,9,6,7	0,0,0,0,1,0	473	96	1	1.0	0.604,0.527,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.549,1.0	-0.07
248	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756995	41756512	41756811	41756938	41756995	248	5,6,4,1,1,4	14,24,6,15,7,15	1,0,0,0,2,3	2,10,12,13,7,11	223	96	0.000800026255089	0.0389748639743	0.133,0.097,0.223,0.028,0.058,0.103	0.177,0.0,0.0,0.0,0.11,0.105	0.042
249	"ENSMUSG00000036073"	"Galt"	chr4	+	41758083	41758695	41758083	41758238	41758502	41758695	249	10,13,9,8,1,0	24,31,11,21,7,15	2,1,1,3,10,7	11,10,6,12,19,25	360	96	0.22638819388	1.0	0.1,0.101,0.179,0.092,0.037,0.0	0.046,0.026,0.043,0.063,0.123,0.069	0.023
252	"ENSMUSG00000037791"	"Phf12"	chr11	+	78024812	78025086	78024812	78024867	78024960	78025086	252	1,3,2,2,0,1	0,0,1,0,0,0	2,1,1,3,2,3	0,0,0,0,0,0	189	96	1	1.0	1.0,1.0,0.504,1.0,NA,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.099
253	"ENSMUSG00000037791"	"Phf12"	chr11	+	78024812	78025086	78024812	78024929	78025023	78025086	253	6,2,3,3,5,3	0,0,0,0,0,0	4,4,0,3,5,8	0,0,0,0,0,1	190	96	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,NA,1.0,1.0,0.802	0.04
256	"ENSMUSG00000028670"	"Lypla2"	chr4	-	135969427	135969674	135969427	135969529	135969600	135969674	256	2,2,1,1,2,3	12,14,5,15,7,23	4,3,2,5,0,6	16,11,10,25,16,18	167	96	0.205097005613	1.0	0.087,0.076,0.103,0.037,0.141,0.07	0.126,0.136,0.103,0.103,0.0,0.161	-0.019
259	"ENSMUSG00000028392"	"Bspry"	chr4	+	62495997	62497298	62495997	62496571	62496981	62497298	259	19,26,11,15,9,14	0,1,0,1,0,0	30,22,40,60,20,23	1,2,2,0,1,0	506	96	1	1.0	1.0,0.831,1.0,0.74,1.0,1.0	0.851,0.676,0.791,1.0,0.791,1.0	0.077
261	"ENSMUSG00000052142"	"Rasal3"	chr17	-	32403055	32403581	32403055	32403399	32403520	32403581	261	1,0,0,0,0,0	0,0,1,0,0,0	0,0,0,1,0,0	0,0,0,0,0,0	217	96	1	1.0	1.0,NA,0.0,NA,NA,NA	NA,NA,NA,1.0,NA,NA	-0.5
263	"ENSMUSG00000001249"	"Hpn"	chr7	-	31103153	31103423	31103153	31103194	31103300	31103423	263	4,9,2,0,9,5	38,64,30,38,24,40	4,3,3,3,2,6	30,46,68,80,67,88	202	96	0.0102701418991	0.285134477242	0.048,0.063,0.031,0.0,0.151,0.056	0.06,0.03,0.021,0.018,0.014,0.031	0.029
264	"ENSMUSG00000058503"	"Fam133b"	chr5	+	3558660	3559159	3558660	3558693	3559096	3559159	264	1,2,3,4,2,4	1,1,0,0,0,0	3,0,1,4,6,3	4,0,0,0,0,0	499	96	1	1.0	0.161,0.278,1.0,1.0,1.0,1.0	0.126,NA,1.0,1.0,1.0,1.0	-0.085
265	"ENSMUSG00000058503"	"Fam133b"	chr5	+	3558660	3559159	3558660	3558693	3559137	3559159	265	4,5,3,4,4,6	0,1,0,0,0,0	4,1,3,5,6,5	0,1,0,0,0,0	540	96	1	1.0	1.0,0.471,1.0,1.0,1.0,1.0	1.0,0.151,1.0,1.0,1.0,1.0	0.053
267	"ENSMUSG00000040459"	"Arglu1"	chr8	-	8681383	8683973	8681383	8681467	8683747	8683973	267	169,203,136,170,122,189	9,20,5,8,1,7	120,140,125,137,141,190	6,3,7,6,10,13	2376	96	0.630943942819	1.0	0.431,0.291,0.524,0.462,0.831,0.522	0.447,0.653,0.419,0.48,0.363,0.371	0.055
268	"ENSMUSG00000022779"	"Top3b"	chr16	+	16889482	16890261	16889482	16889611	16890111	16890261	268	8,10,7,15,8,13	3,19,6,2,4,12	6,7,5,8,6,14	1,1,6,3,4,13	596	96	0.750197863509	1.0	0.3,0.078,0.158,0.547,0.244,0.149	0.491,0.53,0.118,0.3,0.195,0.148	-0.051
269	"ENSMUSG00000021476"	"Habp4"	chr13	+	64182106	64184758	64182106	64182278	64184572	64184758	269	63,81,40,44,54,60	0,6,5,0,6,11	77,76,52,87,62,84	7,11,12,18,8,11	2390	96	0.0572453401658	0.816615847006	1.0,0.352,0.243,1.0,0.266,0.18	0.306,0.217,0.148,0.163,0.237,0.235	0.289
270	"ENSMUSG00000030744"	"Rps3"	chr7	-	99482260	99482700	99482260	99482354	99482569	99482700	270	0,0,0,0,0,0	201,275,104,156,116,158	0,1,0,1,0,0	89,129,128,170,94,149	311	96	1	1.0	0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.002,0.0,0.002,0.0,0.0	-0.001
271	"ENSMUSG00000115987"	"Vps28"	chr15	-	76622470	76622708	76622470	76622562	76622654	76622708	271	0,1,0,1,1,1	24,22,7,16,12,17	0,0,4,0,0,0	11,21,12,29,13,16	188	96	1	1.0	0.0,0.023,0.0,0.031,0.041,0.029	0.0,0.0,0.145,0.0,0.0,0.0	-0.003
272	"ENSMUSG00000115987"	"Vps28"	chr15	-	76623170	76623494	76623170	76623272	76623388	76623494	272	0,0,0,0,1,0	21,31,18,23,14,22	1,0,0,1,1,0	18,23,22,20,23,29	212	96	1	1.0	0.0,0.0,0.0,0.0,0.031,0.0	0.025,0.0,0.0,0.022,0.019,0.0	-0.006
273	"ENSMUSG00000115987"	"Vps28"	chr15	-	76623170	76624175	76623170	76623494	76624085	76624175	273	10,7,5,9,4,9	14,33,16,17,11,25	2,13,7,9,4,7	11,24,13,27,18,23	687	96	0.846773047525	1.0	0.091,0.029,0.042,0.069,0.048,0.048	0.025,0.07,0.07,0.045,0.03,0.041	0.008
274	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9959097	9959315	9959097	9959171	9959254	9959315	274	1,1,0,1,0,0	2,8,0,4,0,2	0,1,2,1,2,0	0,2,1,1,3,1	179	96	1	1.0	0.211,0.063,NA,0.118,NA,0.0	NA,0.211,0.518,0.349,0.263,0.0	-0.17
